Commercial_Name,Activity_Label
مصنع عالية الريم للصناعة,تصنيع
مؤسسة مفازا للتكييف والتبريد,تجارة عامة
مؤسسة صافي اعمار للمقاولات العامة,تجارة عامة
مصنع انهار الري لتعبئة المياه,تصنيع
شركة الين المشاعر للتشغيل والصيانة,صيانة
مؤسسة أتراب التجارية,تجارة عامة
مؤسسة هاني بن علي بن حسين العلي لقطع الغيار,تجارة عامة
مؤسسة عمار بن حبيب بن علي البوخضر لقطع غيار السيارات,تجارة عامة
مكتب دليل التداول للخدمات العقارية,خدمات مكتبية
مؤسسة منصور عبده يحي حمدي للمقاولات العامة,تجارة عامة
مؤسسة محمد سيدارشد احمد السيد التجارية,تجارة عامة
محل بجاد مناحي قبلان آل عريج القحطاني للتجارة,تجارة عامة
مصنع شركة جالف كرايو للغازات الصناعيه والطبيه السعوديه,تصنيع
مطعم مرحبا بخارى للأكلات الشعبية,مطاعم
مؤسسة موقع رفال التجارية,تجارة عامة
مؤسسة نباء سفران سماح القثامي للمقاولات العامة,تجارة عامة
محل ركن غدي للتجارة,تجارة عامة
مصنع حسين محمد بن سعيد اليامي للصناعة,تصنيع
بوفية بيان سلطان هلال الهيفاني للوجبات السريعة,مطاعم
مؤسسة محمود علوي ابن محمود علي رضا التجارية,تجارة عامة
مؤسسة مرفأ القهوة للتجارة,مقاهي
مطعم يرقا للوجبات السريعة,مطاعم
مصنع أماني سليم صالح العتيبي للصناعة,تصنيع
بوفية سحابة صيف للوجبات السريعة,مطاعم
مطاعم ومطابخ الجنوب,مطاعم
مؤسسة نافذة المستقبل للغاز,تجارة عامة
مؤسسة اساور تالا للتجارة,تجارة عامة
مؤسسة براك عبدالله عبيد المطيري للنقليات,نقل
مؤسسة ياسر محمود حميد المحياوى للمقاولات,تجارة عامة
مؤسسة برق السمان للديكور,تجارة عامة
مطعم لؤلؤة البحار للمأكولات البحرية,مطاعم
مؤسسة روائع الوادي للاواني المنزلية,تجارة عامة
مؤسسة عبدالرحمن عبدالقادر حسن قابل لتنظيم الرحلات,تجارة عامة
مؤسسة حلول تواصل للمقاولات العامة,تجارة عامة
مؤسسة وسام الخير للنقليات,نقل
مجموعة العساف للتجارة والمقاولات,تجارة عامة
مؤسسة الهمم العالية للعقارات,تجارة عامة
مصنع متعب عبدالله هلال المطيري للصناعة,تصنيع
ورشة ليليه مانع عوض المطيري لصيانة السيارات,صيانة
مؤسسة الصفوة لقطع غيار السيارات,تجارة عامة
مؤسسة باسم محمدسعيد عبدالحميد الجدعاني للاتصالات,تجارة عامة
مؤسسة الفرسان ستار للأجهزة المنزلية,تجارة عامة
مؤسسة تركي سعود جاسم البوعينين لصيد الاسماك,تجارة عامة
مؤسسة منيره عبيد قنيفذ العتيبي لمواد البناء,تجارة عامة
مؤسسة النجد للسجاد,تجارة عامة
مؤسسة سامح الذهبية للمفروشات,تجارة عامة
شركة الخليج العربي المميز التجارية شركة شخص واحد,تجارة عامة
مؤسسة هند صديق علي آل معدي لصيانة السيارات,صيانة
مكتب علي محمدطاهر سعود الدباغ للاستشارات الادارية,خدمات مكتبية
محل نوير مقيم مفلح السبيعي للتجارة,تجارة عامة
محل فاكهة الخبر التجارية,تجارة عامة
مؤسسة متعدد الخطوط للتجارة,تصميم/فنون
مؤسسة التنظيف الساطع لخدمات السيارات,تجارة عامة
ورشة حسين اسعد ترابي كعبي لصيانة السيارات,صيانة
مطعم بيت كبة الخبر لتقديم الوجبات,مطاعم
مؤسسة دهل محمد غاوي محنشي للصيانة,صيانة
مؤسسة أدلج للفعاليات الترفيهية,تجارة عامة
مقهى قهوة نوقا لتقديم الوجبات,مقاهي
مؤسسة الخافقين للخدمات العقارية,تجارة عامة
مطاعم حكاية طعم لتقديم الوجبات,مطاعم
مؤسسة تمارة لتجارة الأغذية,تجارة عامة
مؤسسة زرابي للتجارة,تجارة عامة
مصنع خليج خليط المعادن للصناعة,تصنيع
مطعم وجبة منفرد للوجبات السريعة,مطاعم
مؤسسة غنيه حامد محيسن السالمي لتقديم الوجبات,تجارة عامة
مؤسسة صادق معيوض عايض السلمي التجارية,تجارة عامة
مؤسسة سوار الخليج التجارية,تجارة عامة
مؤسسة بروج سلطان الاحمدى التجارية,تجارة عامة
مؤسسة عمران التميز للمقاولات العامة,تجارة عامة
مؤسسة امل عوض محمد الخالدي لبيع المواد الغذائية,تجارة عامة
مؤسسة مدائن النهضة التجارية,تجارة عامة
مؤسسة رهف دخيل الله محمد الجهني للتجارة,تجارة عامة
مؤسسة راشد حسن بن محمد الخاطر لصيد الاسماك,تجارة عامة
مكتبة أفاق الأجفر للقرطاسية,خدمات مكتبية
مؤسسة خشم العان التجارية,تجارة عامة
مؤسسة عبيد عبدالله مشعل الحارثي لبيع الجوالات وصيانتها,تجارة عامة
شركة ديجور للتجارة,تجارة عامة
مؤسسة اسراء خالد اسماعيل الهندي التجارية,تجارة عامة
مؤسسة جوهرة الخليج للأفراح و المناسبات,تجارة عامة
مؤسسة اقبال سلوم بن محمد الدوسري للمقاولات العامة,تجارة عامة
مكتب الهمة للخدمات العقارية,خدمات مكتبية
مؤسسة عبد الله خالد ضاوي العوفي للمقاولات العامة,تجارة عامة
مطاعم جنات لتقديم الوجبات,مطاعم
مؤسسة مراغم الخير التجارية,تجارة عامة
شركة مشهور التجارية شركة شخص واحد,تجارة عامة
مؤسسة مسارات الصيانة للاتصالات,صيانة
مطعم جبنة لو سمحت لتقديم الوجبات,مطاعم
مكتبة سلسبيل للقرطاسية,خدمات مكتبية
مؤسسة ضيف الله مزيد ضيف الله الحربي لخدمات الاعاشة,تجارة عامة
مؤسسة منصور عبدالله محمدعلي العتيبي لصيانة السيارات,صيانة
مؤسسة حكاية عبير لتجارة الجملة و التجزئة,تجارة عامة
مؤسسة تصميم تسنيم للعباءات النسائية,تصميم/فنون
شركة آفاق الأعمال الخليجية للمقاولات العامة المحدودة مكتب متابعة,خدمات مكتبية
مؤسسة رزن للمقاولات العامة,تجارة عامة
مصنع عبدالعزيز سعد محمد الشهراني للصناعة,تصنيع
مؤسسة معاذ على ابن محمد الشهري للديكور,تجارة عامة
بوفية نوره راعي ابن محمد القحطاني لتقديم الوجبات,مطاعم
مؤسسة الموهبة لقطع غيار السيارات,تجارة عامة
مؤسسة العرب لاين للسفر و السياحة,تجارة عامة
مكتب الثابت للخدمات العقارية,خدمات مكتبية
محل صالحه احمد دوش للتجارة,تجارة عامة
مكتب بيان للاستشارات الأمنية,خدمات مكتبية
مؤسسة وردة سميراء للسجاد,تجارة عامة
مؤسسة مهج الحزم للمقاولات العامة,تجارة عامة
مؤسسة مريم موصل واصل البشري لخدمات السيارات,تجارة عامة
مؤسسة التيسير للذهب,تجارة عامة
مؤسسة لوحات الفن للديكور,تجارة عامة
مؤسسة شذا النظافة للتشغيل والصيانة,صيانة
مصنع ساره مسلم ظافر الدوسري للصناعة,تصنيع
مؤسسة أعمال البروج للمقاولات العامة,تجارة عامة
مؤسسة الضوء الأخضر للترفية,تجارة عامة
مطعم البركة الذهبي للأكلات الشعبية,مطاعم
شركة البيوتات المدنية للتجارة,تجارة عامة
مؤسسة عبدالعزيز راشد بن ابراهيم الشبرمي الرياضي,تجارة عامة
مؤسسة عرين للأفراح و المناسبات,تجارة عامة
مؤسسة اطلب للتسويق الالكتروني,تجارة عامة
مؤسسة زايد احمد باوزير للتجارة,تجارة عامة
مطعم مضغوط ومقلوبة لتقديم الوجبات,مطاعم
مقهى فتنة القهوة لتقديم المشروبات,مقاهي
شركة قوت الرياض للتجارة (شركة شخص واحد),تجارة عامة
مؤسسة بيت اليسر للتجارة,تجارة عامة
مطعم أضوى شواطئ عدن للأكلات الشعبية,مطاعم
مؤسسة تركي عتيق صالح الغشمري للتجارة,تجارة عامة
مؤسسة صباح حبيب بالقاسم شيحاني للتشغيل والصيانة,صيانة
مؤسسة مسارات حائل للمقاولات العامة,تجارة عامة
مؤسسة وسام الشرقية للتجارة,تجارة عامة
مؤسسة ريم منير ظافر الشهراني للمقاولات العامة,تجارة عامة
بوفية ميثاء محمد عبدالكريم البليهي لتقديم الوجبات,مطاعم
مؤسسة صندوق العجائب للنشر الالكتروني,تجارة عامة
مكتب الاختيار للاستشارات الهندسية,خدمات مكتبية
مؤسسة حلول شيء للتأجير,تجارة عامة
مؤسسة نبراس نجد للزجاج,تجارة عامة
مؤسسة روعة التشغيل للصيانة والنظافة,صيانة
مكتب سيار للخدمات العامة,خدمات مكتبية
مؤسسة درة الركن لقطع غيار السيارات,تجارة عامة
مصنع مصطفى عبدالرحمن حسين السيد للملابس,تصنيع
مؤسسة قمم الرواد للتجارة والتسويق,تجارة عامة
مؤسسة فاطمه ابراهيم عبده الربعي لخدمات الاعاشة,تجارة عامة
مؤسسة دلتا تك لاجهزة السلامة,تجارة عامة
مؤسسة علامات الجمال العالية التجارية,تجارة عامة
مطعم بيت الشفاء لتقديم الوجبات,مطاعم
ورشة احمد هلال حركان الراشد لصيانة السيارات,صيانة
مؤسسة تكنو الجنوب لخدمات السيارات,تجارة عامة
محل مسار الرونة التجارية,تجارة عامة
مؤسسة ملاذ لتقديم المشروبات,تجارة عامة
مؤسسة العرين لقطع غيار السيارات,تجارة عامة
شركة الحديقة الذكية للتجارة,تجارة عامة
مصنع أسس ماس للصناعة,تصنيع
مصنع قمة الابتكار للصناعة,تصنيع
مؤسسة فهد صدقه القرشي للتجارة,تجارة عامة
مطاعم كوخ القرية لتقديم الوجبات,مطاعم
مكتب برهان للعقارات,خدمات مكتبية
مؤسسة سمير جمال عابدالثقفي للصيانة,صيانة
شركة يزن التجارية,تجارة عامة
مؤسسة اميره علي محمد عسيري للترفية,تجارة عامة
مقهى وادي القهوة لتقديم المشروبات,مقاهي
مؤسسة لمى خالد عبدالرحمن المسبحي للاتصالات و تقنية المعلومات,تجارة عامة
مؤسسة تشليح العالمي لقطع الغيار المستعملة,تجارة عامة
مؤسسة فرن الحطاب الريفي لتقديم الوجبات,تجارة عامة
مؤسسة نعيمة كيك التجارية,تجارة عامة
شركة مصنع الطرق الذكية للصناعة شركة شخص واحد,تصنيع
مؤسسة فلك الصحراء للدعاية والاعلان,تجارة عامة
مؤسسة ملتقى اغنام الجنوب للتجارة والتسويق,تجارة عامة
مطعم حمد عبدالله بن سلطان الفهيد لتقديم الوجبات,مطاعم
مؤسسة الكمبيوتر الحديث لصيانة السيارات,صيانة
مصنع شابورة المدينة للصناعة,تصنيع
مؤسسة أحمد علي يحي هزازي للمقاولات العامة,تجارة عامة
مؤسسة المباني الذكية التجارية,تجارة عامة
مؤسسة البرنس الذهبي لبيع المثلجات,تجارة عامة
مؤسسة عين الجنوب التجارية,تجارة عامة
مؤسسة ربيع محمد مبارك النهدي للتخليص الجمركي,تجارة عامة
مؤسسة فياض البراري للتجارة,تجارة عامة
مؤسسة جار البرنس لبيع الجوالات وصيانتها,تجارة عامة
مؤسسة رقيه عبدالله بريكان النجدي للتجارة,تجارة عامة
شركة التصنيف الأمثل التجارية شركة شخص واحد,تجارة عامة
مؤسسة نجمة القصيم للاتصالات,تجارة عامة
مؤسسة احلام عبدالله ابن عيضه الثبيتي التجارية,تجارة عامة
ورشة البيان المتميز الحديث لصيانة السيارات,صيانة
مؤسسة مالك محمود مكي الصواف للصيانة والنظافة,صيانة
محل وفاء عيسي بن عبدالعزيز الغصن للتجارة,تجارة عامة
بوفية فاطمه مناور بن عشوي الشمري لتقديم الوجبات,مطاعم
مؤسسة سهل التنفيذ للخدمات التجارية,تجارة عامة
مؤسسة الحوت للمعدات الرياضية,تجارة عامة
مؤسسة تاج الوسام للتجارة,تجارة عامة
محل الجوهره موسى عواد عبيكه للتجارة,تجارة عامة
ورشة سميره احمد محمد السفري لصيانة السيارات,صيانة
ورشة مريم بنت احمد بن محمد العثمان لصيانة السيارات,صيانة
مؤسسة قهوه تون لتقديم المشروبات,تجارة عامة
مؤسسة نسر الشعرا لخدمات السيارات,تجارة عامة
محل تميز حنان التجارية,تجارة عامة
مؤسسة غوش  للتجارة,تجارة عامة
عالم السمكرة للصيانة السيارات,صيانة
مؤسسة نخبة الاعمال للمقاولات العامة,تجارة عامة
مصنع عايض سعيد بن عايض العسيري للمنظفات,تصنيع
مؤسسة السمر للترفية,تجارة عامة
مؤسسة الفلا الشرقي للدواجن,تجارة عامة
مؤسسة نحو الأفضل للتجارة,تجارة عامة
مؤسسة الاتحاد العام التجارية,تجارة عامة
مؤسسة درة الشموخ للتجارة,تجارة عامة
مؤسسة جوهرة الجبل للتجارة,تجارة عامة
مؤسسة ركن البيت المميز للتجارة,تجارة عامة
مؤسسة الافاق الخليجيه للمقاولات,تجارة عامة
مؤسسة الآنية الذهبية للتجارة,تجارة عامة
مؤسسة زوايا الرؤية للمقاولات العامة,تجارة عامة
مصنع محابس طاقة الثلج للصناعة,تصنيع
مؤسسة رقيه حسن حسين زيني للدهانات,تجارة عامة
مؤسسة اراء الثامن عشر لتقديم المشروبات,تجارة عامة
مصنع خامسه هادي بن حمد بن كليوه للصناعة,تصنيع
مؤسسة أركان التواصل للاتصالات,تجارة عامة
شركة خلطات البناء السعودية المحدودة للصناعة والتجارة,تجارة عامة
محل محمد البخيت صالح الراشدي للتجارة,تجارة عامة
شركة عطار صح للتجارة,تجارة عامة
مكتبة ليان للقرطاسية,خدمات مكتبية
مؤسسة لمسة المسافر للرحلات,تجارة عامة
مؤسسة رواد الإنجاز للخدمات التجارية,تجارة عامة
ظل نجد للتجارة,تجارة عامة
مكتب عبدالله فهد صالح الخالد للاستشارات الهندسية,خدمات مكتبية
مؤسسة إبتكار المذاق لخدمات الاعاشة,تجارة عامة
مؤسسة صقر الشرق الاوسط التجارية,تجارة عامة
بوفية صباح الموائد للوجبات السريعة,مطاعم
مطعم مسعد نويش حسن المغذوي للأكلات الشعبية,مطاعم
مؤسسة اصول البناء للتشغيل والصيانة,صيانة
شركة اسطورة للنقليات شركة شخص واحد,نقل
مطعم خليل سالم بن سليم اللهيبي لتقديم الوجبات,مطاعم
مطعم ومندي جبل الجنوب الجديد لتقديم الوجبات,مطاعم
مؤسسة صالحه احمد علي محمد للتجارة,تجارة عامة
مطعم ومندي ركن الطيبات لتقديم الوجبات,مطاعم
محل عبدالمنعم بن علي بن حسن الطويل للتجارة,تجارة عامة
مصنع خالد ناصر نايف الكثيري للمنتجات الاسمنتية,تصنيع
مطعم برجر دي للوجبات السريعة,مطاعم
مكتب ميكنة الأعمال التجارية,خدمات مكتبية
مؤسسة فيصل لتأجير السيارات,تجارة عامة
مؤسسة نظره للبصريات,تجارة عامة
شركة قوى للتشغيل والصيانة,صيانة
مؤسسة المشعل اللامع للسراميك,تجارة عامة
مؤسسة انظمة التنمية الجديدة للتجارة,تجارة عامة
مؤسسة نسمة ترحال للتعبئة والتغليف,تجارة عامة
مؤسسة بيت القمصان للتسويق الالكتروني,تجارة عامة
مؤسسة اتقان السواعد الشمالية للمقاولات العامة,تجارة عامة
مؤسسة عبدالله موسي فزاع السلمي للمقاولات,تجارة عامة
مؤسسة البيت سعيد للسجاد,تجارة عامة
مصنع ماسة لمنتجات الحديد شركة شخص واحد,تصنيع
مؤسسة دلال جدة التجارية,تجارة عامة
مؤسسة أصدقاء الجوال للاتصالات,تجارة عامة
مؤسسة عبدالله عبدالحليم حسين القرشي للترفية,تجارة عامة
مصنع امواج الجبيل للمنتجات الورقية,تصنيع
مطعم نايف نجم عبد الله اللغيصم لتقديم الوجبات,مطاعم
ورشة ماجد حسن البدراني لصيانة السيارات,صيانة
مكتب الحلول الملهمة للعقارات,خدمات مكتبية
مؤسسة بسمة عبير للتجارة,تجارة عامة
مؤسسة عبدالله جلهم حمد الدوسري للتجارة,تجارة عامة
مؤسسة مفرج عبدالله مفرج الجدعاني للادوات الكهربائية,تجارة عامة
مؤسسة زهرة الخليج لمستحضرات التجميل,تجارة عامة
مصنع غزيل محمد مطلق الحربي للصناعة,تصنيع
مؤسسة نجلاى عبدالرحمن صالح الخالدي لخدمات الاعاشة,تجارة عامة
مطعم نوره مزيد بن زايد المطيري لتقديم الوجبات,مطاعم
مؤسسة أعالي البحار الرائدة للمقاولات,تجارة عامة
مؤسسة مشاري سعد فهد العجلان للمقاولات العامة,تجارة عامة
مؤسسة عثمان بن محمد بن عبدالكريم هوسه للتجارة,تجارة عامة
مصنع بدريه شايم عيد العنزي للبلاستيك,تصنيع
مؤسسة محمد عبدالله محمد قماش للتجارة,تجارة عامة
مؤسسة القائد المحترف للمشاريع,تجارة عامة
مؤسسة مشعل صالح محمد المضيان للذهب,تجارة عامة
مؤسسة خدمتكم للتجارة,تجارة عامة
مطعم اطياف الجبل لتقديم الوجبات,مطاعم
مطعم جدة واحد لتقديم الوجبات,مطاعم
مؤسسة وضحى غازي هجيان السلمي للتجارة,تجارة عامة
مصنع الكادي للمنتجات الاسمنتية,تصنيع
مؤسسة خطوات التسليم للمقاولات العامة,تصميم/فنون
مؤسسة طارق هاشم ابراهيم عشماوي للتجارة,تجارة عامة
مؤسسة حسن رئيس للتجارة,تجارة عامة
مصنع عيشه مصلح مرعي الراشدي للصناعة,تصنيع
مؤسسة محمد ابراهيم بن محمد ابراهيم للصيانة والنظافة,صيانة
مصنع سراي للتصنيع,تصنيع
مؤسسة هند بنت عبدالعزيز بن محمد ركيان للمقاولات العامة,تجارة عامة
مؤسسة رحاب الشمال لخدمات الاعاشة,تجارة عامة
مؤسسة ابحث لي للتسويق الالكتروني,تجارة عامة
مؤسسة محصول الموسم لتقديم المشروبات,تجارة عامة
مؤسسة نبيله علي عتيق السلمي للمقاولات العامة,تجارة عامة
بوفية ليالي الوسم للوجبات السريعة,مطاعم
شركة مواد البناء المتقدمة للتجارة,تجارة عامة
مؤسسة صحة الاقدام للتجارة,تجارة عامة
مؤسسة قوه العصر للمقاولات العامة,تجارة عامة
مؤسسة عماد عبدالرزاق حسين فلمبان لتقنية نظم المعلومات,تجارة عامة
أسواق حدائق الخير التجارية,تجارة عامة
مؤسسة الجوهره بنت متعب للمقاولات,تجارة عامة
مؤسسة منيفه معازر بن مرجي الرويلي للتجارة,تجارة عامة
مكتب ياسر حمد بن صالح الحركان للاستشارات الهندسية,خدمات مكتبية
محل حاتم سلمان بن سلامه الشراري التجارية,تجارة عامة
مؤسسة ساس الجود للشحن الجوي,تجارة عامة
مؤسسة الاخوة لقطع غيار السيارات,تجارة عامة
مصنع صالح بن عبدالله بن رخيم اليامي للصناعة,تصنيع
مؤسسة عبدالله صالح الصيعري للمقاولات العامة,تجارة عامة
شركة ابتكارات الموج للتجارة والتسويق,تجارة عامة
شركة لمسة غرائب التحف التجارية,تجارة عامة
مصنع بوابة الشرق للصناعات المعدنية,تصنيع
مؤسسة بدر الذهبي للصيانة والنظافة,صيانة
مؤسسة سموها للفعاليات الترفيهية,تجارة عامة
مؤسسة نايف علي محمد القحطاني للتجارة,تجارة عامة
مؤسسة التأسيس للعقارات,تجارة عامة
مؤسسة أبجد لتنظيم المعارض والمؤتمرات,تجارة عامة
مؤسسة رائدة الخير للمواد الغذائية,تجارة عامة
مؤسسة عبدالله خليفه عبدالله العريفج التجارية,تجارة عامة
مؤسسة سلامة المباني للمقاولات العامة,تجارة عامة
مؤسسة جواهر الانشاءات للمقاولات,تجارة عامة
مؤسسة وصل الخير لنقل النفايات,نقل
مطعم مرام طنف محمد العتيبي لتقديم الوجبات,مطاعم
مؤسسة خيارات المستقبل التجارية,تجارة عامة
مؤسسة سندس ابراهيم بن منصور بري التجارية,تجارة عامة
مؤسسة ذوق رفيع للعباءات النسائية,تجارة عامة
مؤسسة مشعل عبدالله عبده المسرحي التجارية,تجارة عامة
محل بسمه هادي غنام المطيري التجارية,تجارة عامة
مؤسسة المدينة قرية للتجارة,تجارة عامة
مؤسسة مسار الابنية للمقاولات,تجارة عامة
مؤسسة سلطان عبدالله بن علي المسعد للصيانة والنظافة,صيانة
مؤسسة عبق كآلا التجارية,تجارة عامة
مؤسسة نوره ناصر بن حسين العساف التجارية,تجارة عامة
مؤسسة نخبة الإمداد للتجارة,تجارة عامة
مؤسسة صالحه مسفر صالح الوادعي للتجارة,تجارة عامة
مكتب اعمال الرواد للاستقدام,خدمات مكتبية
مؤسسة ابداع ثمار الارض للتجارة,تجارة عامة
محل نوره شليويح بن مسيعيد المطيري التجارية,تجارة عامة
مؤسسة راشد بن شايع بن سالم الدوسري للمقاولات العامة,تجارة عامة
محل حلوة عشرون التجارية,تجارة عامة
مؤسسة إسناد الغريف للنقليات,نقل
مكتب ابراهيم محمد بن ابراهيم المبدل للخدمات العامة,خدمات مكتبية
محل صباح أحمد عطيه الزهراني للتجارة,تجارة عامة
مؤسسة النظام الرقمي للتجارة,تجارة عامة
مصنع أسما مناور بن عيد الحربي للصناعة,تصنيع
مؤسسة روائع الرسم للدعاية والاعلان,تصميم/فنون
شركة واحة الفرص للخدمات التجارية شركة شخص واحد,تجارة عامة
شركة أعمال حديثة للتجارة شركة شخص واحد,تجارة عامة
مؤسسة صحة ودواء للتجارة,تجارة عامة
ورشة عشيرة كار لصيانة السيارات,صيانة
مطعم نوف ربعي بن ثامر العتيبي لتقديم الوجبات,مطاعم
بوفية فوزيه مساعد ذيبان الحارثي لتقديم الوجبات,مطاعم
مؤسسة وليد حسن علي السويح للتجارة,تجارة عامة
مصنع العنود محمد يحيى آل ابراهيم للتصنيع,تصنيع
مؤسسة أبها بلس للمواد الغذائية,تجارة عامة
ورشة حمدان صقر محمد ال ثنيان لصيانة السيارات,صيانة
مؤسسة تهانى يوسف محمد برمبالى للعصيرات,تجارة عامة
مؤسسة زاوية الهدايا للكوش والهدايا,تجارة عامة
مؤسسة يافا سليمان بن محمد الواصل للتجارة,تجارة عامة
مصنع صفيه احمد يحي سهلي لتعبئة المياه,تصنيع
مؤسسة الهداء للمقاولات العامة,تجارة عامة
مؤسسة خالد عبدالعزيز صالح عالم لتجارة الأغذية,تجارة عامة
مؤسسة وسم الروضة للتجارة,تجارة عامة
مؤسسة المسار الشمالي لتجارة الجملة و التجزئة,تجارة عامة
مؤسسة على خالد احمد جبر للتجارة,تجارة عامة
مؤسسة سلطان علي بن عريج الحظبي لقطع الغيار المستعملة,تجارة عامة
مؤسسة عبدالاله الطيب بن محمدالعربي مصطفى للتجارة,تجارة عامة
مؤسسة اطيب حلى للحلويات و المكسرات,تجارة عامة
مكتب ثواني للخدمات العامة,خدمات مكتبية
مصنع أريام النشمي بن نازل الذرفي للصناعة,تصنيع
مؤسسة فاطمة عادل عوض نصر لتقديم المشروبات,تجارة عامة
مؤسسة إبداع القصيم للتجارة,تجارة عامة
مؤسسة يحيى عبدالله علي البيشي لتجارة الأغذية,تجارة عامة
مؤسسة عالم بلح الشام للوجبات السريعة,تجارة عامة
مطعم الفان وعشرين للوجبات السريعة,مطاعم
مؤسسة نواف عبدالعزيز عبدالله المحمدي للتجارة,تجارة عامة
مصنع اسرار علي محمد المداح للصناعة,تصنيع
مؤسسة سعيد حسن ظافر العمري للاعلاف,تجارة عامة
مؤسسة ريان حسين منصور الزهراني للمقاولات المعمارية العامة,تجارة عامة
بوفية ماهر محمدسعيد قاسم الجهني لتقديم الوجبات,مطاعم
مؤسسة التاسيس العصري الاول للمقاولات العامة,تجارة عامة
مؤسسة رائد محمد بن قراش العتيبي للتجارة,تجارة عامة
مؤسسة ذوق العرب التجارية,تجارة عامة
مصنع فنون زايد عقيل الشمري للصناعة,تصنيع
مؤسسة مشعل خميس راشد الشملاني العنزي للادوات الكهربائية,تجارة عامة
مؤسسة سماء العز للخدمات البيئية,تجارة عامة
مؤسسة واحة حائل التجارية,تجارة عامة
مؤسسة المعادلة للمقاولات العامة,تجارة عامة
مؤسسة عبدالعزيز سليمان عاصي العتيبي للمواد الغذائية,تجارة عامة
مؤسسة ركن الكادي لخدمات الاعاشة,تجارة عامة
مؤسسة هدى مزيد بطي الفهمي لصيانة السيارات,صيانة
شركة مقمر للتجارة شركة شخص واحد,تجارة عامة
مؤسسة درزه للتسويق الالكتروني,تجارة عامة
مؤسسة المذاق العربي القديم للتجارة,تجارة عامة
ورشة علي محمد بن سعيد المنهالي للصيانة,صيانة
مؤسسة نسيج المجالس للتنجيد,تجارة عامة
مؤسسة مضحى هلال حشيم المطيري لمواد البناء,تجارة عامة
مطعم روابي جازان للأكلات الشعبية,مطاعم
بقالة امدادات المشاريع العالميه التجارية,تجارة عامة
مطعم أطايب ينبع لتقديم الوجبات,مطاعم
مصنع فيصل مشعل بن حاكم الشمري للصناعة,تصنيع
مصنع أماني نومان بن فرحان الشمري للصناعة,تصنيع
مكتبة عبدالرحمن محمد علي الغامدي للقرطاسية,خدمات مكتبية
مؤسسة سيف علي بن عبدالله الكربي للتشغيل والصيانة,صيانة
مؤسسة حسين هادي محمد اليامي للمقاولات العامة,تجارة عامة
مؤسسة صديق العامل للمقاولات,تجارة عامة
مؤسسة دبغة للتجارة,تجارة عامة
محل سلطان ساير بن شمروخ الحربي للتجارة,تجارة عامة
مصنع نوره عوض نشاء العتيبي للصناعة,تصنيع
مؤسسة فرست للفعاليات الترفيهية,تجارة عامة
ورشة وضحاء بنت فارس بن اوصاهب العضياني لصيانة السيارات,صيانة
مؤسسة خدمات البصيرة للتبريد والتكييف,تجارة عامة
مؤسسة ميسان للخيام,تجارة عامة
مصنع مشعه حزام فهد الدوسري للصناعة,تصنيع
مؤسسة الوحداني للتسويق الالكتروني,تجارة عامة
مؤسسة المثبت للتشغيل والصيانة,صيانة
مصنع محمد مشعل بن حاكم الحسان الشمري للصناعة,تصنيع
مؤسسة مصطفى رضي بن عبدالله آل رضوان لخدمات السيارات,تجارة عامة
مكتب عبدالمجيد معيض بجاد البقمي للعقارات,خدمات مكتبية
مؤسسة ربوع الشرقية للمقاولات العامة,تجارة عامة
مؤسسة الأثاث المميز للاثاث,تجارة عامة
شركة أحلى لمسة للتجارة شركة شخص واحد,تجارة عامة
مؤسسة أعمار الثنائي للمقاولات العامة,تجارة عامة
مؤسسة خلود سليمان بن حمود العنزي لخدمات الاعاشة,تجارة عامة
مؤسسة هتا للخردة والسكراب,تجارة عامة
مؤسسة نسيم الشمال للتبريد والتكييف,تجارة عامة
مؤسسة باسل شاهر بن محمد سنوسي الغامدى للاتصالات و تقنية المعلومات,تجارة عامة
مؤسسة علوان مهدي بن علوان الجميعي للحوم الطازجة,تجارة عامة
مصنع هدى سريحان سهول المطيري للصناعة,تصنيع
مصنع دلال ناصر رشدان المطيري للصناعة,تصنيع
مؤسسة سمير سعدالله فرج باقيس للتشغيل والصيانة,صيانة
مؤسسة سالم رئيس عبدالله بن محفوظ التجارية,تجارة عامة
مؤسسة ثلاثي الجوري للهدايا,تجارة عامة
مؤسسة سلمي ناشى مقبل العتيبي للاتصالات,تجارة عامة
مؤسسة ابراهيم علي بن جبار ال مهدي القحطاني لتقديم المشروبات,تجارة عامة
شركة السرعة القصوى للتجارة,تجارة عامة
مؤسسة سعود عبيد صالح بن صالح للمعادن الثمينة,تجارة عامة
مصنع مهله وشل لقطان الرويلي للصناعة,تصنيع
مؤسسة رسن لغسيل الملابس,تجارة عامة
مؤسسة أصائل الشرق للنقليات,نقل
مطعم نداوي مجزع مقبل الحربي لتقديم الوجبات,مطاعم
مؤسسة خلوفه حمود علي حدادي للنقليات,نقل
مصنع غزيل حمود غازى الحربي للصناعة,تصنيع
مؤسسة موزه عطيه جليل السلمى للمقاولات العامة,تجارة عامة
مؤسسة حنان عبداللطيف بن عبدالله الناصر التجارية,تجارة عامة
مؤسسة شعاع عبدالله هنيدي الرشيدي للمقاولات,تجارة عامة
مؤسسة محمد بن سالم بن احمد الفرحان للدعاية والاعلان,تجارة عامة
مؤسسة ناجي جبر عايض العتيبي التجارية,تجارة عامة
مؤسسة زياد سعود بن محمد الحربي للمقاولات العامة,تجارة عامة
